Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Bashful Beauty,New Quantity Bashful Beauty,Stock Alert Enabled Bashful Beauty,Stock Alert Count Bashful Beauty,Tax - Sales Tax (8.25%)
Z5UPAWGELYMF4V7MZDZXXP52,Moon Dip Body Mousse,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,,Y,37.00,,N,,,,N,,,3,,Y,1,Y
JJ7UJQRKODDPIPYX4VV34ROW,Muscadine Moonshine Body Scrub,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,,,Y,36.00,,N,,,,N,,,1,,Y,2,Y
IGQ2SR7Z7HZT3BB2RTQNVIMS,Myo-Cyte Plus,Regular,,Serum,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,160.00,,N,,,,N,,,0,,Y,4,Y
ZZMZR3TOTHDOOAH3MRS5FC3E,Neck Level Smooth Cream,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,,N,N,69.00,,N,,,,N,,,2,,,,Y
VYW6HLMTXYLJGFNV3M4II5FK,Nectar Wild Body Oil,Regular,,"This golden cascade of certified organic oils contains antioxidants that are 6,000x stronger than vitamin C, awakening the senses with soft natural citrus and refreshing eucalyptus notes. Skin is left velvety-soft, radiant, and beautifully renewed.",Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,39.50,,N,,N,,N,,,2,,,,Y
VQXHOMEBTEAZZX7QHAOTD6HU,Nighttime Control,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,50.00,,N,,,,N,,,10,,Y,4,Y
XQXNBGFVK4XWSG7IIURRKAUC,Nighttime Repair,Regular,,,Circadia,Circadia,,,,,unavailable,Physical good,,,,Y,,,Y,68.00,,N,,,,N,,,0,,Y,4,Y
EYCJHINHNW7FSSRUCWUMQV6T,Nighttime Repair Plus,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,86.00,,N,,N,,N,,,17,,Y,4,Y
BSDI4UB7Q24SC2GKZ5SQ5BAA,No Scream Cream,Regular,,,Relax & Wax,Relax & Wax,,,,,,Physical good,,,,Y,N,N,N,21.50,,N,,,,N,,,1,,Y,4,Y
QG6WSIQNFE63MQE2SSOSRD47,Nuda Back Tanning Glove,Regular,,,Nuda,Nuda,,,,,unavailable,Physical good,,,,Y,N,N,N,23.00,,N,,N,,N,,,4,,Y,3,Y
MFXGW4RFQHVSALG73KBSOL23,Nuda Body Shimmer,Regular,,,Nuda,Nuda,,,,,,Physical good,,,,Y,,N,N,44.00,,N,,,,N,,,1,,Y,2,Y
OCFNAU35XYERAZEUNGG7NJAR,Nuda Bronzing Glow Drops,Regular,,,Nuda,Nuda,,,,,unavailable,Physical good,,,,Y,N,N,N,35.00,,N,,,,N,,,9,,Y,3,Y
UTVGABIO5MRH6DJ24TK3DFOE,Nuda Exfoliating/ Tan Removing Glove,Regular,,,Nuda,Nuda,,,,,,Physical good,,,,Y,N,N,N,16.00,,N,,,,N,,,1,,Y,1,Y
QAD5IW7SYHDJPANFJEOGHF3M,Nuda Face Tan Water DARK,Regular,,,Nuda,Nuda,,,,,,Physical good,,,,Y,,N,N,37.00,,N,,,,N,,,7,,Y,3,Y
GR7QQFNWUP7EBHV54SRXBW2G,Nuda GRWM Headbands,Caramel,,,Nuda,Nuda,,,,,unavailable,Physical good,,,,Y,N,N,N,10.00,,N,,,,N,,,3,,,,Y
7LYUMKMAF323RXNWF65S2ALG,Nuda GRWM Headbands,Chocolate,,,Nuda,Nuda,,,,,unavailable,Physical good,,,,,,,,10.00,,N,,,,N,,,4,,,,Y
D2QGWEQHIZWZ74HBHRI25TE3,Nuda Mini Sample Size Tan Water Sprays,Regular,,,Nuda,Nuda,,,,,unavailable,Physical good,,,,Y,N,N,N,5.00,,N,,,,N,,,-5,,Y,3,Y
RX2CRB7S7CFERAKHXL2CRF24,Nuda Self Tanner Dark,Regular,,,Nuda,Nuda,,,,,,Physical good,,,,Y,,N,N,50.00,,N,,N,,N,,,5,,Y,2,Y
U5ULODROK6N3SRYBD5YDEOUD,Nuda Self Tanner Medium,Regular,,,Nuda,Nuda,,,,,,Physical good,,,,Y,N,N,N,50.00,,N,,N,,N,,,0,,Y,2,Y
YXEQMEK2CLKJJXNT54ITIV4H,Nuda Self Tanner Ultra Dark,Regular,,,Nuda,Nuda,,,,,,Physical good,,,,Y,N,N,N,50.00,,N,,N,,N,,,3,,Y,2,Y
NUMTWMLZGUCSPLTTGASSVVRB,Nuda Self Tanning Blending Glove,Regular,,,Nuda,Nuda,,,,,,Physical good,,,,Y,N,N,N,16.00,,N,,,,N,,,2,,Y,4,Y
GRWRXYXFLFEOO4OQ4N77D675,Nuda Spray Tan Remover Solution,Regular,,,Nuda,Nuda,,,,,,Physical good,,,,Y,N,N,N,33.00,,N,,N,,N,,,5,,Y,1,Y
2HUWVYYXDHKN5OR465EGPOBB,One Fine Day Shea Sugar Flawless Face Cleansing Polish,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,N,N,Y,36.00,,N,,N,,N,,,1,,Y,2,Y
X5IAKQ7KURG2FIRZSWWOYNSS,Orange Mood Fruit Lip Therapy,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,,,,20.50,,N,,,,N,,,2,,Y,3,Y
O3YTEMP3XYL3MANKXK4VEXI3,Ormedic Lip (pink & clear),Sheer pink,,,Image,Image,,,,,visible,Physical good,,,,Y,,N,Y,28.50,,N,,N,,N,,,7,,Y,3,Y
IRNUWSWXIYS4I2YDL5ZA4HUB,Ormedic Lip (pink & clear),Regular clear,,,Image,Image,,,,,visible,Physical good,,,,,,,,28.50,,N,,,,N,,,0,,Y,3,Y
L4XQQPYWI4FXZDAFNOD4GZXS,Pedi Delight Instant Pedicure Sampler,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,,Y,23.00,,N,,,,N,,,0,,Y,2,Y
5JY4LHHB55ZHLOCBZ46RS2T4,PhiTo-Pep 1.6,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,62.00,,N,,,,N,,,8,,Y,4,Y
QEL5VZ6WK6ZW4CLHF76JUETN,Pillow Case (King),Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,,,Y,55.00,,N,,,,N,,,1,,,,Y
RMMY6F5CLCE34LTAGGKMG7PZ,Pillow Case (standard),Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,,,Y,50.00,,N,,,,N,,,2,,,,Y
6L7BH4MVPHHWYS4VO2TG54WI,Pink Moon Bar Soap,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,,,,12.50,,N,,,,N,,,5,,Y,2,Y
KGPVRNSH2RJS2V6OAFG2Y7BX,Pink Moon Perfume,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,,Y,24.00,,N,,,,N,,,0,,Y,1,Y
Y4I3XB643BTYYEAJYFEB35IS,Plum Blossom Tea,Regular,,,Bashful Beauty,Bashful Beauty,,,,,visible,Physical good,,,,Y,,,Y,8.25,,N,,,,N,,,,,,,Y
J47YUFD3DZ2LQKWWQY4ZYLFP,Plum Chiffon Balm,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,,Y,14.50,,N,,,,N,,,2,,Y,2,Y
ZDKYQHXWU4E2PQ6WIEMN3TML,Porefectly Calm Face Mask Kit,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,,N,N,38.00,,N,,,,N,,,0,,Y,1,Y
PQ7TJJWB4FKPA7ZTEDWQQRWU,Post CIT Kit,Regular,,"Vitamin veil
Myo-Cyte
Cyto-Comm
Post peel balm
SPF",Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,40.00,,N,,,,N,,,0,,,,Y
GNHOIFYKI75PPDHYAEWO7LUP,Post Peel Balm,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,57.00,,N,,,,N,,,0,,Y,4,Y
LMRVBI73KCVPFUUWQ4HYMGHQ,Post Peel Kit,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,33.00,,N,,N,,N,,,5,,Y,4,Y
YGMXIB32WNRNLRSTUZKUICLU,Pre peel kit,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,,N,Y,33.00,,N,,,,N,,,0,,Y,0,Y
4OPR4ZV3UBLUCRCLURIFOM5Y,Pumpkin Spice Tea,Regular,,,Bashful Beauty,Bashful Beauty,,,,,visible,Physical good,,,,Y,,,Y,8.25,,N,,,,N,,,,,,,Y
KSFRRE2QAYLQFLU4ZL7Z2XBL,Purely Degunked at Home Facial,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,,Y,35.00,,N,,,,N,,,,,,,Y
C6PGPB33U4QTR6LD43AAK7C3,Quick Recovery Mask Set Sampler,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,,Y,27.00,,N,,,,N,,,2,,Y,1,Y
JUGCL3LKZO4SIQKXBSA542JC,Quinsyberry Body Oil,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,N,N,Y,31.00,,N,,N,,N,,,3,,Y,2,Y
5CK5X65MAF3TPTMHDG7U6EYV,Rainbow Road Body Wash,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,25.00,,N,,N,,N,,,1,,Y,2,Y
YI3B7UVIOA47WMXGZERFIWTA,Rainbow Road Perfume,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,N,N,Y,24.00,,N,,N,,N,,,5,,Y,1,Y
R527XCWLEIFIQL37JFQOAMYP,Rainbow Road Shea Body Lotion,Regular,,"<p><strong>A jarful of illumination!</strong></p><p>This moisturizing shea butter whip is scented with a light, uplifting blend of coconut and Bartlett pear to instantly transport you to a sunny place and lift your mood.</p>",Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,33.00,,N,,N,,N,,,1,,,,Y
RDAOBW7UMUZ4FS4Z5OWVJKUF,Rapid Mascserum,Regular,,,Rapid,Rapid,,,,,unavailable,Physical good,,,,Y,N,N,N,40.00,,N,,N,,N,,,0,,,,Y
4LBLBW3YMOUIOLSO4QOSY4H7,RapidBrow Enhancing Serum,Regular,,,Rapid,Rapid,,,,,unavailable,Physical good,,,,Y,N,N,N,50.00,,N,,N,,N,,,6,,,,Y
WIDYPQLJALK6HUZ3EOZIP3UD,RapidLash Enhancing Serum,Regular,,,Rapid,Rapid,,,,,unavailable,Physical good,,,,Y,N,N,N,51.00,,N,,N,,N,,,14,,,,Y
QVHWC77WE265JPWR6FXQCERE,RapidLash Eye Lash Curler,Regular,,your lashes will look super long and voluminous with this eyelash curler,Rapid,Rapid,,,,,unavailable,Physical good,,,,Y,N,N,N,9.99,,N,,,,N,,,1,,,,Y
TFKOZFV664QPH3JOLHH6FANB,RapidLash Growth and Conditioner 2pack,Regular,,,Rapid,Rapid,,,,,unavailable,Physical good,,,,Y,N,N,N,56.50,,N,,N,,N,,,4,,Y,3,Y
5FAZER4VO7PGLET7XMVC24ZU,Rasmopolitan Body Scrub,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,,Y,36.00,,N,,,,N,,,0,,Y,2,Y
CAJVGWBBOW6TXJOYMEPLX5ZO,Red Hot Shandy Body Oil,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,N,N,Y,31.00,,N,,N,,N,,,0,,Y,2,Y
LRWOHS6G24Y6SUNNTYVKYRSU,Renewal Eye Cream,Regular,,"This hydrating anti-aging eye cream visibly reduces the signs of aging and fatigue with powerful peptides, antioxidants, and emollients to diminish the appearance of fine lines and wrinkles and improve appearance of discoloration and laxity for youthful and vibrant looking skin.",Circadia,Circadia,,,,,unavailable,Physical good,,,,Y,N,N,N,100.00,,N,,N,,N,,,6,,Y,2,Y
7GBRCED6KXGP5MBQK4O5EJEG,Revita-Cyte Complex,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,112.00,,N,,,,N,,,9,,Y,4,Y
SNURQK63E4FVTRV27B6DV6EL,Rose Ease Relief Cream,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,62.50,,N,,,,N,,,10,,Y,0,Y
NA5X3SHXGU66XKPEH2EQXSLF,Rose Moon Dip Iridescent Ageless Body Mousse,Regular,,"This limited-edition weightless whip is so billowy and gives skin a soft, iridescent finish. Advanced firming peptides and retinol (within retinyl palmitate) visibly firm the look of skin over time. Enhancing bare skin – neck lines, legs & sun-kissed chests – it smooths the look of dull, uneven textures with an irresistible, light vanilla-oat-milk scent.›",Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,62.00,,N,,N,,N,,,3,,,,Y
YSX5X4O7P2C44VOOPNB3UBJI,Sanded Ground,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,N,N,Y,42.00,,N,,N,,N,,,6,,Y,3,Y
7BGOLMYTJBR7Z4XUSCBY7MGR,Scar Cream Travel Size,Regular,,,Biocorneum,Biocorneum,,,,,visible,Physical good,,,,Y,,,Y,10.00,,N,,,,N,,,,,,,Y
YHZEV4N3ZWPRA2SYXI6AMR4L,Serene Moon Dip,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,,N,N,37.00,,N,,,,N,,,,,,,Y
4MA54XKNLRBMJASEFNYIPEGZ,Serum 71,Regular,,"An all in one serum:

Visibly improves skin health
Inhibits tyrosinase activity
Visibly reduces fine lines & wrinkles
Brightens
Antioxidant
Soothes irritated skin
Reduces Bacteria",Circadia,Circadia,,,,,unavailable,Physical good,,,,Y,N,N,N,66.00,,N,,,,N,,,9,,Y,4,Y
A76PJGQUVH6DEBJQOD6MLNDB,Silc Skin Pads,Eye Pad Large Set,,,Silc Skin,Silc Skin,,,,,unavailable,Physical good,,,,Y,N,N,N,35.00,,N,,,,N,,,5,,Y,2,Y
MF7BTC65S6MACANRLJZE7MCB,Silc Skin Pads,Full Face Set of 7,,,Silc Skin,Silc Skin,,,,,unavailable,Physical good,,,,,,,,49.00,,N,,,,N,,,3,,Y,2,Y
IEC5AX4TXIMO7AJ3AYN4BMHE,Silc Skin Pads,Facial Brow Set,,,Silc Skin,Silc Skin,,,,,unavailable,Physical good,,,,,,,,34.00,,N,,,,N,,,4,,Y,2,Y
DM5UTWXM4R44VPASA5BVHOGQ,Silc Skin Pads,Facial Multi Area Set,,,Silc Skin,Silc Skin,,,,,unavailable,Physical good,,,,,,,,34.00,,N,,,,N,,,5,,Y,2,Y
4QIADIYCJHKRPKTUC7MFEKB4,Silc Skin Pads,Eye Pad Small Single set,,,Silc Skin,Silc Skin,,,,,unavailable,Physical good,,,,,,,,13.00,,N,,,,N,,,1,,Y,2,Y
7SM5CW5RTFGWBUFYLAUB4RQ2,Slow Your Roll Deodorant POMEGRANATE,Regular,,,Alleyoop,Alleyoop,,,,,unavailable,Physical good,,,,Y,,,,12.00,,N,,,,N,,,1,,Y,3,Y
CBEVO2TEUQQQFVTQMPSZRGX7,Slow Your Roll Deodorant SAGE,Regular,,,Alleyoop,Alleyoop,,,,,,Physical good,,,,Y,,,,12.00,,N,,,,N,,,0,,Y,2,Y
C4HHZF46FQTWX63E7E7R4YYX,Spiced Apple Cider Hand Wash,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,25.00,,N,,,,N,,,3,,,,Y
SGU5CPHN2VPNNWJ4F35HN3MZ,Splendid Dirt,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,34.00,,N,,N,,N,,,3,,Y,1,Y
BMLXIDXAMT357QSY5XQDOQLR,Spot Stop,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,N,N,Y,34.00,,N,,,,N,,,12,,Y,4,Y
YUTWXIUQXETCM4H5D6QPX5HF,Strawberry Mood Fruit Lip Therapy,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,,,,20.50,,N,,,,N,,,0,,Y,3,Y
4IUVJONQ6CTGS5N5T552MPP3,Strawberry Wine 2 Step Lip Kit,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,,N,N,36.00,,N,,,,N,,,0,,,,Y
MTELOMYJXYECRFWOZCRDNMF6,Sunflower Honey Butter,Regular,,Intensive Repair & Hydration,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,35.00,,N,,,,N,,,2,,Y,3,Y
NQYDHRJ6C3PFJDG2MYXEDOSF,Sunshine Silk Body Wash,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,,N,N,25.00,,N,,,,N,,,-2,,Y,1,Y
BX6TP7C6YS5RDNZZD4L2OTCS,Sunshine Silk Shea Butter,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,,N,N,32.00,,N,,,,N,,,2,,Y,1,Y
NZGEFBF5VUSKD73NFEK7YYC2,Sunshine Silk Shimmer Air Oil,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,37.00,,N,,N,,N,,,6,,Y,1,Y
ZHEAO2NAYM3SSWC2UBYO4XO6,Sweeping Softness Sampler,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,,,,25.00,,N,,,,N,,,1,,Y,1,Y
YVUNUUQZHMVXS63EIWRJHUYP,Sweet Cream Body Lotion -Bottle,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,,,,32.00,,N,,,,N,,,0,,Y,2,Y
WFRYC75E7KZPCMZCVO25HDCI,Sweet Cream Body Lotion- Decorative Cruet,Regular,,,Farm House Fresh,Farm House Fresh,,,,,,Physical good,,,,Y,,,,32.00,,N,,,,N,,,0,,Y,1,Y
SMIB5A4FZDQF7KIDLEUTYWHE,Sweet Cream Polish,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,27.00,,N,,,,N,,,0,,Y,1,Y
SVJ5AGGFYQS6X7AN6UY5DU2M,Sweet Tea Bar Soap,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,N,Y,12.50,,N,,,,N,,,3,,Y,2,Y
MFR5VMILSMCJTJP7LTKDG5YK,Sweet Tea Body Cream,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,,Y,32.00,,N,,,,N,,,1,,Y,1,Y
5XIY5XJGVFUMPXYNMXL7AJ7A,Sweet Tea Body Polish,Regular,,,Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,37.00,,N,,,,N,,,2,,Y,1,Y
LPATHDSVFU2KEFHS3AN4INE3,Tidal Moisture for Body,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,,,Y,40.00,,N,,,,N,,,1,,,,Y
VGCMFMR4ELZHPIRJ2ZVRYHOB,Timescape Micromazing Facial Polish,Regular,,"Millions of tiny micromazing® natural plant-based fiber particles exfoliate-away the years instantly – making you look and feel super smooth, baby-soft and glowy in just 1 use. Exfoliate, rinse & radiate!",Farm House Fresh,Farm House Fresh,,,,,unavailable,Physical good,,,,Y,N,N,N,39.00,,N,,N,,N,,,2,,,,Y
B6VS5TENJUD5HCEB4SDKMJ2F,Tranquili-Cream,Regular,,,Circadia,Circadia,,,,,visible,Physical good,,,,Y,,,Y,56.00,,N,,,,N,,,8,,Y,4,Y
CXLPK4ICDMWVCMMJH6FPKVPG,Travel Size Products,Travel: Lipid Replacing Cleansing Gel,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,Y,N,N,Y,6.00,,N,,N,,N,,,0,,,,Y
VVGBQOEBAGRPNCUSIW2BTMSP,Travel Size Products,Travel: Tidal moisture for body,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,,,,,Y
5CIUOYJ2T42JVY4VHN4LZ7GM,Travel Size Products,Travel: Vitamin Veil Cleanser,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,3.00,,N,,,,N,,,3,,,,Y
YELPMEXXJDRVAPFNJNUF52EQ,Travel Size Products,Travel: White Veil brightener,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,3.00,,N,,,,N,,,5,,,,Y
XOO7FQERJ5WNMX3TG2AZEU7Z,Travel Size Products,Travel: Post Peel balm,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,0,,,,Y
XQXU5NEAMGJC67SVBJKUNKYF,Travel Size Products,Travel: Aquaporin Hydrating cream,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,0,,,,Y
KM6ZE5UYCIBETCQQYP3VPUFJ,Travel Size Products,Travel: Glyco-Guard,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,5,,,,Y
GA7V4P7YI44F6TENIYZ4P4AJ,Travel Size Products,Travel: Nighttime Repair,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,0,,,,Y
3IVKIWO3W6ZPRJOI5ZGYTIVJ,Travel Size Products,Travel: Amandola Cleanser,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,3.00,,N,,,,N,,,0,,,,Y
SIQBOYBHQC6ZOC47IMLRAKDA,Travel Size Products,Travel: SPF 37,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,0,,,,Y
TPQDIFFYYDSZLMMMBIEXMTXX,Travel Size Products,Travel: Daytime Control,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,5,,,,Y
Y3OS6ROSVBXKBKIART67VSRJ,Travel Size Products,Travel: Tranquili Cream,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,5,,,,Y
7MSEB3TQ2OFL2LO6XSZSO7TG,Travel Size Products,Travel: Micro-Exfoliating Honey cleanser,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,2,,,,Y
2MF4ZTPCEN7APFMV3RA3CWTD,Travel Size Products,Travel: Blue Bamboo Body exfoliator,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,0,,,,Y
S6ARUTPPY2CNAWEN77MNUS7P,Travel Size Products,Travel: Meristem serum,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,6,,,,Y
YGNBAJP5SKO5MYUXH5ITK7SS,Travel Size Products,Travel: Myo-Cyte Plus Anti wrinkle,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,16.00,,N,,,,N,,,4,,,,Y
SKSXSP4FLSDCBCXVY4OXC652,Travel Size Products,Travel: Vitamin C Serum,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,5,,,,Y
GXR3PLXHJVBXBJAQ7NK5QZNT,Travel Size Products,Travel: Cyto-Comm,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,6,,,,Y
FLCCJAFJTCIKZO3MH2NFPMLA,Travel Size Products,Travel: Chrono-Calm,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,4,,,,Y
OJMZIT4F7J3LO2MHTZFZUPDL,Travel Size Products,Travel: Bright White Serum,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,4,,,,Y
EY2RKF6XQ6PVJQLRJTTXZK7T,Travel Size Products,Travel: Revita-cyte complex,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,10.00,,N,,,,N,,,5,,,,Y
CG67QLV4JF3AIY2RUDSFBF5W,Travel Size Products,Travel: Phito-pep,,,Travel Sizes,Travel Sizes,,,,,visible,Physical good,,,,,,,,6.00,,N,,,,N,,,4,,,,Y
25FUGDRKIO3T6FBYQCHWZJ4A,Treasure Chest,Regular,,,"Prana Spaceuticals, Dermastart Brands",Prana Spaceuticals,,,,,unavailable,Physical good,,,,Y,N,N,N,35.00,,N,,,,N,,,6,,,,Y
AUSA262ZFWO2XSK2ZEB3ZN2E,Triple Shot Caramel Coffee Body Polish,Regular,,,Farm House Fresh,Farm House Fresh,,,,,visible,Physical good,,,,Y,,,Y,37.00,,N,,,,N,,,0,,Y,2,Y
AYOLHF3YV74T7CSB5OFQYAGQ,Trucker Hat - Bashful Beauty Co. Merch,Regular,,,Bashful Beauty,Bashful Beauty,,,,,unavailable,Physical good,,,,Y,N,N,N,29.00,,N,,N,,N,,,10,,Y,3,Y
MIGQEBV7KVLQHOKE4IKKV7WS,Uberlube 100ml,Regular,,"Long-lasting performance that lets skin feel skin
Simple, body- and condom-friendly ingredients
Dissipates when no longer needed—no sticky residue
Recommended by leading doctors
Scent- and color-free",Uberlube,Uberlube,,,,,,Physical good,,,,Y,,N,N,35.00,,N,,N,,N,,,9,,Y,4,Y
MWV7EREJXR3AMAYSDD2LOQLL,Uberlube Good TO GO Case,Silver,,,Uberlube,Uberlube,,,,,,Physical good,,,,Y,,N,N,16.50,,N,,N,,N,,,-1,,Y,2,Y
VTQCPR5WRDLRZRFMOJRHPQ2V,Uberlube Good TO GO Case,Gold,,,Uberlube,Uberlube,,,,,,Physical good,,,,,,,,16.50,,N,,,,N,,,0,,Y,2,Y
4BSKVDME4IAL5PBOKTAKWRDD,Uberlube Good TO GO Case,Red,,,Uberlube,Uberlube,,,,,,Physical good,,,,,,,,16.50,,N,,,,N,,,0,,Y,2,Y
ZFUJA722DHJONEYB6AZ3EJ2A,Uberlube Good TO GO Case,Turquoise,,,Uberlube,Uberlube,,,,,,Physical good,,,,,,,,16.50,,N,,,,N,,,2,,,,Y
XYAAJBXZLEEEHEOFI7LC33PC,Uberlube Good TO GO Case,Pink,,,Uberlube,Uberlube,,,,,,Physical good,,,,,,,,16.50,,N,,,,N,,,2,,,,Y
ADEJQAQDMC77NEHBN4SYTKYV,Uberlube Good TO GO Case,White,,,Uberlube,Uberlube,,,,,,Physical good,,,,,,,,16.50,,N,,,,N,,,6,,,,Y
POYVAB2EUFGHCG57LS3YKSBN,Uberlube Refill,Regular,,,Uberlube,Uberlube,,,,,,Physical good,,,,Y,,N,N,16.50,,N,,N,,N,,,6,,Y,2,Y
COJDAVMBR67QV2GRGF6TLELX,VRS Vaginal Rejuvenation Solution,Regular,,The AnteAGE® Vaginal Rejuvenation Solution is a regenerative vaginal moisturizer.,AnteAge,AnteAge,,,,,unavailable,Physical good,,,,Y,N,N,N,150.00,,N,,,,N,,,3,,,,Y
